FIPS,County name,State,Pop. 1990,Pop. 2000,Pop. 2010,Pop. 2018,Change 2010-2018,Change 2000-2018,Change 1990-2018
29141,Morgan County,Missouri,"15,574","19,239","20,565","20,358",-1.00%,5.50%,23.50%
29143,New Madrid County,Missouri,"20,928","19,691","18,960","17,296",-8.80%,-13.85%,-21.00%
29145,Newton County,Missouri,"44,445","52,596","58,118","58,266",0.30%,9.73%,23.72%
29147,Nodaway County,Missouri,"21,709","21,913","23,370","22,304",-4.60%,1.75%,2.67%
29149,Oregon County,Missouri,"9,470","10,332","10,881","10,541",-3.10%,1.98%,10.16%
29151,Osage County,Missouri,"12,018","13,019","13,883","13,714",-1.20%,5.07%,12.37%
29153,Ozark County,Missouri,"8,598","9,536","9,717","9,017",-7.20%,-5.76%,4.65%
29155,Pemiscot County,Missouri,"21,921","20,079","18,296","16,272",-11.10%,-23.40%,-34.72%
29157,Perry County,Missouri,"16,648","18,120","18,971","19,150",0.90%,5.38%,13.07%
29159,Pettis County,Missouri,"35,437","39,418","42,201","42,542",0.80%,7.34%,16.70%
29161,Phelps County,Missouri,"35,248","39,826","45,156","44,732",-0.90%,10.97%,21.20%
29163,Pike County,Missouri,"15,969","18,347","18,515","18,504",-0.10%,0.85%,13.70%
29165,Platte County,Missouri,"57,867","73,826","89,325","102,985",15.30%,28.31%,43.81%
29167,Polk County,Missouri,"21,826","26,922","31,137","32,201",3.40%,16.39%,32.22%
29169,Pulaski County,Missouri,"41,307","41,170","52,274","52,014",-0.50%,20.85%,20.58%
29171,Putnam County,Missouri,"5,079","5,216","4,979","4,757",-4.50%,-9.65%,-6.77%
29173,Ralls County,Missouri,"8,476","9,632","10,167","10,212",0.40%,5.68%,17.00%
29175,Randolph County,Missouri,"24,370","24,663","25,414","24,763",-2.60%,0.40%,1.59%
29177,Ray County,Missouri,"21,968","23,374","23,494","22,883",-2.60%,-2.15%,4.00%
29179,Reynolds County,Missouri,"6,661","6,687","6,694","6,254",-6.60%,-6.92%,-6.51%
29181,Ripley County,Missouri,"12,303","13,505","14,106","13,401",-5.00%,-0.78%,8.19%
29183,St. Charles County,Missouri,"212,751","283,939","360,494","399,182",10.70%,28.87%,46.70%
29185,St. Clair County,Missouri,"8,457","9,652","9,805","9,395",-4.20%,-2.74%,9.98%
29186,Ste. Genevieve County,Missouri,"16,037","17,819","18,157","17,888",-1.50%,0.39%,10.35%
29187,St. Francois County,Missouri,"48,904","55,643","65,367","66,692",2.00%,16.57%,26.67%
29189,St. Louis County,Missouri,"993,508","1,016,202","998,986","996,945",-0.20%,-1.93%,0.34%
29195,Saline County,Missouri,"23,523","23,764","23,370","22,895",-2.00%,-3.80%,-2.74%
29197,Schuyler County,Missouri,"4,236","4,173","4,431","4,599",3.80%,9.26%,7.89%
29199,Scotland County,Missouri,"4,822","4,983","4,853","4,966",2.30%,-0.34%,2.90%
29201,Scott County,Missouri,"39,376","40,437","39,188","38,458",-1.90%,-5.15%,-2.39%
29203,Shannon County,Missouri,"7,613","8,319","8,439","8,189",-3.00%,-1.59%,7.03%
29205,Shelby County,Missouri,"6,942","6,808","6,373","6,050",-5.10%,-12.53%,-14.74%
29207,Stoddard County,Missouri,"28,895","29,720","29,968","29,206",-2.50%,-1.76%,1.06%
29209,Stone County,Missouri,"19,078","28,505","32,210","31,749",-1.40%,10.22%,39.91%
29211,Sullivan County,Missouri,"6,326","7,228","6,714","6,221",-7.30%,-16.19%,-1.69%
29213,Taney County,Missouri,"25,561","39,776","51,675","55,852",8.10%,28.78%,54.23%
29215,Texas County,Missouri,"21,476","22,996","26,010","25,571",-1.70%,10.07%,16.01%
29217,Vernon County,Missouri,"19,041","20,449","21,161","20,528",-3.00%,0.38%,7.24%
29219,Warren County,Missouri,"19,534","24,536","32,512","34,711",6.80%,29.31%,43.72%
29221,Washington County,Missouri,"20,380","23,318","25,199","24,943",-1.00%,6.51%,18.29%
29223,Wayne County,Missouri,"11,543","13,237","13,523","13,122",-3.00%,-0.88%,12.03%
29225,Webster County,Missouri,"23,753","31,041","36,207","39,109",8.00%,20.63%,39.26%
29227,Worth County,Missouri,"2,440","2,384","2,169","2,040",-5.90%,-16.86%,-19.61%
29229,Wright County,Missouri,"16,758","17,937","18,815","18,378",-2.30%,2.40%,8.81%
29510,St. Louis city,Missouri,"396,685","348,192","319,275","302,838",-5.10%,-14.98%,-30.99%
28001,Adams County,Mississippi,"35,356","34,339","32,299","31,192",-3.40%,-10.09%,-13.35%
28003,Alcorn County,Mississippi,"31,722","34,519","37,060","36,925",-0.40%,6.52%,14.09%
28005,Amite County,Mississippi,"13,328","13,565","13,128","12,326",-6.10%,-10.05%,-8.13%
28007,Attala County,Mississippi,"18,481","19,654","19,562","18,365",-6.10%,-7.02%,-0.63%
28009,Benton County,Mississippi,"8,046","8,031","8,728","8,271",-5.20%,2.90%,2.72%
28011,Bolivar County,Mississippi,"41,875","40,619","34,153","31,333",-8.30%,-29.64%,-33.65%
28013,Calhoun County,Mississippi,"14,908","15,060","14,962","14,436",-3.50%,-4.32%,-3.27%
28015,Carroll County,Mississippi,"9,237","10,751","10,597","9,911",-6.50%,-8.48%,6.80%
28017,Chickasaw County,Mississippi,"18,085","19,447","17,392","17,171",-1.30%,-13.25%,-5.32%
28019,Choctaw County,Mississippi,"9,071","9,759","8,551","8,278",-3.20%,-17.89%,-9.58%
28021,Claiborne County,Mississippi,"11,370","11,837","9,597","9,002",-6.20%,-31.49%,-26.31%
28023,Clarke County,Mississippi,"17,313","17,796","16,732","15,604",-6.70%,-14.05%,-10.95%
28025,Clay County,Mississippi,"21,120","21,984","20,634","19,386",-6.00%,-13.40%,-8.94%
28027,Coahoma County,Mississippi,"31,665","30,617","26,145","22,628",-13.50%,-35.31%,-39.94%
28029,Copiah County,Mississippi,"27,592","28,763","29,447","28,543",-3.10%,-0.77%,3.33%
28031,Covington County,Mississippi,"16,527","19,418","19,573","18,853",-3.70%,-3.00%,12.34%
28033,DeSoto County,Mississippi,"67,910","107,252","161,267","182,001",12.90%,41.07%,62.69%
28035,Forrest County,Mississippi,"68,314","71,934","74,928","75,036",0.10%,4.13%,8.96%
28037,Franklin County,Mississippi,"8,377","8,419","8,118","7,788",-4.10%,-8.10%,-7.56%
28039,George County,Mississippi,"16,673","19,224","22,579","24,250",7.40%,20.73%,31.25%
28041,Greene County,Mississippi,"10,220","13,287","14,395","13,586",-5.60%,2.20%,24.78%
28043,Grenada County,Mississippi,"21,555","23,273","21,905","21,055",-3.90%,-10.53%,-2.37%
28045,Hancock County,Mississippi,"31,760","42,945","44,014","47,334",7.50%,9.27%,32.90%
28047,Harrison County,Mississippi,"165,365","189,577","187,105","206,650",10.40%,8.26%,19.98%
28049,Hinds County,Mississippi,"254,441","250,752","245,365","237,085",-3.40%,-5.76%,-7.32%
28051,Holmes County,Mississippi,"21,604","21,608","19,483","17,622",-9.60%,-22.62%,-22.60%
28053,Humphreys County,Mississippi,"12,134","11,191","9,375","8,257",-11.90%,-35.53%,-46.95%
28055,Issaquena County,Mississippi,"1,909","2,274","1,399","1,308",-6.50%,-73.85%,-45.95%
28057,Itawamba County,Mississippi,"20,017","22,774","23,401","23,517",0.50%,3.16%,14.88%
28059,Jackson County,Mississippi,"115,243","131,439","139,668","143,277",2.60%,8.26%,19.57%
28061,Jasper County,Mississippi,"17,114","18,148","17,065","16,428",-3.70%,-10.47%,-4.18%
28063,Jefferson County,Mississippi,"8,653","9,723","7,732","7,106",-8.10%,-36.83%,-21.77%
28065,Jefferson Davis County,Mississippi,"14,051","13,954","12,481","11,234",-10.00%,-24.21%,-25.08%
28067,Jones County,Mississippi,"62,031","64,955","67,769","68,461",1.00%,5.12%,9.39%
28069,Kemper County,Mississippi,"10,356","10,447","10,446","10,027",-4.00%,-4.19%,-3.28%
28071,Lafayette County,Mississippi,"31,826","38,687","47,359","54,793",15.70%,29.39%,41.92%
28073,Lamar County,Mississippi,"30,424","39,877","55,668","62,447",12.20%,36.14%,51.28%
28075,Lauderdale County,Mississippi,"75,555","78,168","80,267","75,317",-6.20%,-3.79%,-0.32%
28077,Lawrence County,Mississippi,"12,458","13,201","12,929","12,455",-3.70%,-5.99%,-0.02%
28079,Leake County,Mississippi,"18,436","20,930","23,803","22,763",-4.40%,8.05%,19.01%
28081,Lee County,Mississippi,"65,579","75,664","82,910","85,202",2.80%,11.19%,23.03%
28083,Leflore County,Mississippi,"37,341","37,951","32,382","28,919",-10.70%,-31.23%,-29.12%
28085,Lincoln County,Mississippi,"30,278","33,191","34,870","34,205",-1.90%,2.96%,11.48%
28087,Lowndes County,Mississippi,"59,308","61,596","59,779","58,930",-1.40%,-4.52%,-0.64%
28089,Madison County,Mississippi,"53,794","74,711","95,203","105,630",11.00%,29.27%,49.07%
28091,Marion County,Mississippi,"25,544","25,626","27,085","24,715",-8.80%,-3.69%,-3.35%
28093,Marshall County,Mississippi,"30,361","34,947","37,145","35,451",-4.60%,1.42%,14.36%
28095,Monroe County,Mississippi,"36,582","37,996","36,989","35,564",-3.90%,-6.84%,-2.86%
28097,Montgomery County,Mississippi,"12,387","12,191","10,926","10,023",-8.30%,-21.63%,-23.59%
28099,Neshoba County,Mississippi,"24,800","28,675","29,685","29,125",-1.90%,1.55%,14.85%
28101,Newton County,Mississippi,"20,291","21,834","21,720","21,443",-1.30%,-1.82%,5.37%
28103,Noxubee County,Mississippi,"12,604","12,545","11,545","10,535",-8.70%,-19.08%,-19.64%
28105,Oktibbeha County,Mississippi,"38,375","42,920","47,671","49,599",4.00%,13.47%,22.63%
28107,Panola County,Mississippi,"29,996","34,283","34,698","34,178",-1.50%,-0.31%,12.24%
28109,Pearl River County,Mississippi,"38,714","48,518","55,752","55,387",-0.70%,12.40%,30.10%
28111,Perry County,Mississippi,"10,865","12,111","12,249","11,931",-2.60%,-1.51%,8.93%
28113,Pike County,Mississippi,"36,882","38,957","40,407","39,563",-2.10%,1.53%,6.78%
28115,Pontotoc County,Mississippi,"22,237","26,811","29,957","31,833",6.30%,15.78%,30.14%
28117,Prentiss County,Mississippi,"23,278","25,582","25,276","25,315",0.20%,-1.05%,8.05%
28119,Quitman County,Mississippi,"10,490","10,121","8,222","7,051",-14.20%,-43.54%,-48.77%
28121,Rankin County,Mississippi,"87,161","115,403","142,054","153,902",8.30%,25.02%,43.37%
28123,Scott County,Mississippi,"24,137","28,455","28,260","28,287",0.10%,-0.59%,14.67%
28125,Sharkey County,Mississippi,"7,066","6,576","4,916","4,377",-11.00%,-50.24%,-61.43%
28127,Simpson County,Mississippi,"23,953","27,634","27,498","26,758",-2.70%,-3.27%,10.48%
28129,Smith County,Mississippi,"14,798","16,163","16,491","16,002",-3.00%,-1.01%,7.52%
28131,Stone County,Mississippi,"10,750","13,592","17,788","18,717",5.20%,27.38%,42.57%
28133,Sunflower County,Mississippi,"35,129","34,382","29,383","25,735",-12.40%,-33.60%,-36.50%
28135,Tallahatchie County,Mississippi,"15,210","14,896","15,385","13,987",-9.10%,-6.50%,-8.74%
28137,Tate County,Mississippi,"21,432","25,386","28,878","28,759",-0.40%,11.73%,25.48%
28139,Tippah County,Mississippi,"19,523","20,890","22,232","21,995",-1.10%,5.02%,11.24%
28141,Tishomingo County,Mississippi,"17,683","19,155","19,601","19,454",-0.70%,1.54%,9.10%
28143,Tunica County,Mississippi,"8,164","9,240","10,778","9,944",-7.70%,7.08%,17.90%
28145,Union County,Mississippi,"22,085","25,344","27,134","28,606",5.40%,11.40%,22.80%
28147,Walthall County,Mississippi,"14,352","15,161","15,447","14,465",-6.40%,-4.81%,0.78%
28149,Warren County,Mississippi,"47,880","49,668","48,771","46,176",-5.30%,-7.56%,-3.69%
28151,Washington County,Mississippi,"67,935","63,035","51,135","45,063",-11.90%,-39.88%,-50.76%
28153,Wayne County,Mississippi,"19,517","21,372","20,747","20,298",-2.20%,-5.29%,3.85%
28155,Webster County,Mississippi,"10,222","10,284","10,249","9,788",-4.50%,-5.07%,-4.43%
28157,Wilkinson County,Mississippi,"9,678","10,337","9,878","8,792",-11.00%,-17.57%,-10.08%
28159,Winston County,Mississippi,"19,433","20,157","19,198","18,165",-5.40%,-10.97%,-6.98%
28161,Yalobusha County,Mississippi,"12,033","13,052","12,678","12,392",-2.30%,-5.33%,2.90%
28163,Yazoo County,Mississippi,"25,506","28,144","28,065","28,248",0.70%,0.37%,9.71%
27001,Aitkin County,Minnesota,"12,425","15,221","16,192","15,902",-1.80%,4.28%,21.87%
27003,Anoka County,Minnesota,"243,641","298,164","330,858","353,813",6.90%,15.73%,31.14%
27005,Becker County,Minnesota,"27,881","30,006","32,504","34,371",5.70%,12.70%,18.88%
27007,Beltrami County,Minnesota,"34,384","39,638","44,442","46,847",5.40%,15.39%,26.60%
27009,Benton County,Minnesota,"30,185","34,242","38,451","40,545",5.40%,15.55%,25.55%
27011,Big Stone County,Minnesota,"6,285","5,816","5,268","4,989",-5.30%,-16.58%,-25.98%
27013,Blue Earth County,Minnesota,"54,044","55,931","64,013","67,427",5.30%,17.05%,19.85%
27015,Brown County,Minnesota,"26,984","26,916","25,893","25,111",-3.00%,-7.19%,-7.46%
27017,Carlton County,Minnesota,"29,259","31,705","35,386","35,837",1.30%,11.53%,18.36%
27019,Carver County,Minnesota,"47,915","70,243","91,086","103,551",13.70%,32.17%,53.73%
27021,Cass County,Minnesota,"21,791","27,148","28,567","29,519",3.30%,8.03%,26.18%
27023,Chippewa County,Minnesota,"13,228","12,937","12,441","11,924",-4.20%,-8.50%,-10.94%
27025,Chisago County,Minnesota,"30,521","41,116","53,890","55,922",3.80%,26.48%,45.42%
27027,Clay County,Minnesota,"50,422","51,227","58,999","63,955",8.40%,19.90%,21.16%
27029,Clearwater County,Minnesota,"8,309","8,432","8,695","8,810",1.30%,4.29%,5.69%
27031,Cook County,Minnesota,"3,868","5,164","5,176","5,393",4.20%,4.25%,28.28%
27033,Cottonwood County,Minnesota,"12,694","12,190","11,687","11,277",-3.50%,-8.10%,-12.57%
27035,Crow Wing County,Minnesota,"44,249","54,985","62,510","64,889",3.80%,15.26%,31.81%
27037,Dakota County,Minnesota,"275,210","355,923","398,583","425,423",6.70%,16.34%,35.31%
27039,Dodge County,Minnesota,"15,731","17,735","20,087","20,822",3.70%,14.83%,24.45%
27041,Douglas County,Minnesota,"28,674","32,808","36,009","37,964",5.40%,13.58%,24.47%
27043,Faribault County,Minnesota,"16,937","16,180","14,553","13,758",-5.50%,-17.60%,-23.11%
27045,Fillmore County,Minnesota,"20,777","21,113","20,871","21,058",0.90%,-0.26%,1.33%
27047,Freeborn County,Minnesota,"33,060","32,584","31,254","30,444",-2.60%,-7.03%,-8.59%
27049,Goodhue County,Minnesota,"40,690","44,139","46,185","46,403",0.50%,4.88%,12.31%
27051,Grant County,Minnesota,"6,246","6,286","6,018","6,021",0.00%,-4.40%,-3.74%
27053,Hennepin County,Minnesota,"1,032,431","1,116,162","1,152,385","1,259,428",9.30%,11.38%,18.02%
27055,Houston County,Minnesota,"18,497","19,725","19,022","18,578",-2.30%,-6.17%,0.44%
27057,Hubbard County,Minnesota,"14,939","18,314","20,428","21,332",4.40%,14.15%,29.97%
27059,Isanti County,Minnesota,"25,921","31,280","37,810","39,966",5.70%,21.73%,35.14%
27061,Itasca County,Minnesota,"40,844","43,909","45,051","45,108",0.10%,2.66%,9.45%
27063,Jackson County,Minnesota,"11,677","11,242","10,266","9,911",-3.50%,-13.43%,-17.82%
27065,Kanabec County,Minnesota,"12,802","14,987","16,244","16,207",-0.20%,7.53%,21.01%
27067,Kandiyohi County,Minnesota,"38,761","41,193","42,239","42,855",1.50%,3.88%,9.55%
27069,Kittson County,Minnesota,"5,767","5,279","4,552","4,248",-6.70%,-24.27%,-35.76%
27071,Koochiching County,Minnesota,"16,299","14,351","13,317","12,440",-6.60%,-15.36%,-31.02%
27073,Lac qui Parle County,Minnesota,"8,924","8,073","7,259","6,658",-8.30%,-21.25%,-34.03%
27075,Lake County,Minnesota,"10,415","11,053","10,862","10,658",-1.90%,-3.71%,2.28%
27077,Lake of the Woods County,Minnesota,"4,076","4,508","4,045","3,758",-7.10%,-19.96%,-8.46%
27079,Le Sueur County,Minnesota,"23,239","25,416","27,701","28,494",2.90%,10.80%,18.44%
27081,Lincoln County,Minnesota,"6,890","6,425","5,896","5,673",-3.80%,-13.26%,-21.45%
27083,Lyon County,Minnesota,"24,789","25,437","25,857","25,629",-0.90%,0.75%,3.28%
27085,McLeod County,Minnesota,"32,030","34,906","36,645","35,873",-2.10%,2.70%,10.71%
27087,Mahnomen County,Minnesota,"5,044","5,190","5,413","5,519",2.00%,5.96%,8.61%
27089,Marshall County,Minnesota,"10,993","10,147","9,439","9,390",-0.50%,-8.06%,-17.07%
27091,Martin County,Minnesota,"22,914","21,807","20,843","19,785",-5.10%,-10.22%,-15.82%
27093,Meeker County,Minnesota,"20,846","22,636","23,298","23,141",-0.70%,2.18%,9.92%
27095,Mille Lacs County,Minnesota,"18,670","22,304","26,097","26,139",0.20%,14.67%,28.57%
27097,Morrison County,Minnesota,"29,604","31,743","33,198","33,169",-0.10%,4.30%,10.75%
27099,Mower County,Minnesota,"37,385","38,604","39,163","40,011",2.20%,3.52%,6.56%
27101,Murray County,Minnesota,"9,660","9,169","8,725","8,276",-5.10%,-10.79%,-16.72%
27103,Nicollet County,Minnesota,"28,076","29,780","32,729","34,220",4.60%,12.97%,17.95%
27105,Nobles County,Minnesota,"20,098","20,832","21,378","21,924",2.60%,4.98%,8.33%
27107,Norman County,Minnesota,"7,975","7,442","6,852","6,475",-5.50%,-14.93%,-23.17%
27109,Olmsted County,Minnesota,"106,470","124,287","144,260","156,277",8.30%,20.47%,31.87%
27111,Otter Tail County,Minnesota,"50,714","57,083","57,303","58,812",2.60%,2.94%,13.77%
27113,Pennington County,Minnesota,"13,306","13,590","13,930","14,178",1.80%,4.15%,6.15%
27115,Pine County,Minnesota,"21,264","26,429","29,747","29,483",-0.90%,10.36%,27.88%
27117,Pipestone County,Minnesota,"10,491","9,898","9,597","9,047",-5.70%,-9.41%,-15.96%
27119,Polk County,Minnesota,"32,589","31,370","31,600","31,529",-0.20%,0.50%,-3.36%
27121,Pope County,Minnesota,"10,745","11,222","10,995","11,097",0.90%,-1.13%,3.17%
27123,Ramsey County,Minnesota,"485,760","511,272","508,639","550,210",8.20%,7.08%,11.71%
27125,Red Lake County,Minnesota,"4,525","4,300","4,089","3,999",-2.20%,-7.53%,-13.15%
27127,Redwood County,Minnesota,"17,254","16,813","16,058","15,249",-5.00%,-10.26%,-13.15%
27129,Renville County,Minnesota,"17,673","17,147","15,728","14,612",-7.10%,-17.35%,-20.95%
27131,Rice County,Minnesota,"49,183","56,663","64,142","66,523",3.70%,14.82%,26.07%
27133,Rock County,Minnesota,"9,806","9,720","9,686","9,414",-2.80%,-3.25%,-4.16%
27135,Roseau County,Minnesota,"15,026","16,343","15,629","15,150",-3.10%,-7.87%,0.82%
27137,St. Louis County,Minnesota,"198,232","200,586","200,231","199,754",-0.20%,-0.42%,0.76%
27139,Scott County,Minnesota,"57,846","89,510","129,912","147,381",13.40%,39.27%,60.75%
27141,Sherburne County,Minnesota,"41,945","64,472","88,492","96,036",8.50%,32.87%,56.32%
27143,Sibley County,Minnesota,"14,366","15,361","15,232","15,028",-1.30%,-2.22%,4.41%
27145,Stearns County,Minnesota,"119,324","133,199","150,642","159,256",5.70%,16.36%,25.07%
27147,Steele County,Minnesota,"30,729","33,684","36,581","36,803",0.60%,8.47%,16.50%
27149,Stevens County,Minnesota,"10,634","10,053","9,722","9,753",0.30%,-3.08%,-9.03%
27151,Swift County,Minnesota,"10,724","11,967","9,783","9,345",-4.50%,-28.06%,-14.76%
27153,Todd County,Minnesota,"23,363","24,402","24,895","24,582",-1.30%,0.73%,4.96%
27155,Traverse County,Minnesota,"4,463","4,137","3,558","3,308",-7.00%,-25.06%,-34.92%
27157,Wabasha County,Minnesota,"19,744","21,610","21,664","21,645",-0.10%,0.16%,8.78%
27159,Wadena County,Minnesota,"13,154","13,730","13,843","13,773",-0.50%,0.31%,4.49%
27161,Waseca County,Minnesota,"18,079","19,536","19,138","18,691",-2.30%,-4.52%,3.27%
27163,Washington County,Minnesota,"145,860","201,214","238,114","259,201",8.90%,22.37%,43.73%
27165,Watonwan County,Minnesota,"11,682","11,882","11,211","10,980",-2.10%,-8.21%,-6.39%
27167,Wilkin County,Minnesota,"7,516","7,135","6,576","6,254",-4.90%,-14.09%,-20.18%
27169,Winona County,Minnesota,"47,828","49,996","51,461","50,825",-1.20%,1.63%,5.90%
27171,Wright County,Minnesota,"68,710","90,022","124,697","136,349",9.30%,33.98%,49.61%
27173,Yellow Medicine County,Minnesota,"11,684","11,235","10,438","9,795",-6.20%,-14.70%,-19.29%
26001,Alcona County,Michigan,"10,145","11,709","10,942","10,362",-5.30%,-13.00%,2.09%
26003,Alger County,Michigan,"8,972","9,860","9,601","9,097",-5.20%,-8.39%,1.37%
26005,Allegan County,Michigan,"90,509","105,631","111,407","117,327",5.30%,9.97%,22.86%
26007,Alpena County,Michigan,"30,605","31,297","29,601","28,360",-4.20%,-10.36%,-7.92%
26009,Antrim County,Michigan,"18,185","23,102","23,574","23,365",-0.90%,1.13%,22.17%
26011,Arenac County,Michigan,"14,906","17,279","15,899","15,041",-5.40%,-14.88%,0.90%
26013,Baraga County,Michigan,"7,954","8,739","8,866","8,320",-6.20%,-5.04%,4.40%
26015,Barry County,Michigan,"50,057","56,776","59,175","61,157",3.30%,7.16%,18.15%
26017,Bay County,Michigan,"111,723","110,271","107,773","103,923",-3.60%,-6.11%,-7.51%
26019,Benzie County,Michigan,"12,200","15,986","17,524","17,753",1.30%,9.95%,31.28%
26021,Berrien County,Michigan,"161,378","162,491","156,811","154,141",-1.70%,-5.42%,-4.70%
26023,Branch County,Michigan,"41,502","45,781","45,248","43,622",-3.60%,-4.95%,4.86%
26025,Calhoun County,Michigan,"135,982","137,991","136,148","134,487",-1.20%,-2.61%,-1.11%
26027,Cass County,Michigan,"49,477","51,086","52,288","51,653",-1.20%,1.10%,4.21%
26029,Charlevoix County,Michigan,"21,468","26,087","25,956","26,244",1.10%,0.60%,18.20%
26031,Cheboygan County,Michigan,"21,398","26,406","26,145","25,413",-2.80%,-3.91%,15.80%
26033,Chippewa County,Michigan,"34,604","38,543","38,669","37,517",-3.00%,-2.73%,7.76%
